(.{1,74});../runGen8/texts/missing-hyper/missingHyper_9337_1.txt;0.02;0.44;0.0;0.37;0.17;0.4;0.0;0.26;0.07;0.02;0.02;0.04;0.32;0.74;1;1;1;1;1;1;1;0;1;1;1;1;1;1
(.{1,76});../runGen8/texts/missing-hyper/missingHyper_9338_1.txt;0.02;0.44;0.01;0.36;0.18;0.41;0.0;0.26;0.07;0.01;0.02;0.03;0.3;0.72;1;1;1;1;1;1;1;0;1;1;1;1;1;1
(.{24});../runGen8/texts/missing-hyper/missingHyper_9339_1.txt;0.01;0.42;0.01;0.36;0.18;0.41;0.0;0.27;0.07;0.02;0.02;0.04;0.3;0.69;1;1;1;1;1;1;1;0;1;1;1;1;1;1
(.{31});../runGen8/texts/missing-hyper/missingHyper_9341_1.txt;0.02;0.39;0.01;0.38;0.14;0.4;0.01;0.31;0.08;0.02;0.02;0.04;0.28;0.7;1;1;1;1;1;1;1;0;1;1;1;1;1;1
(.{32});../runGen8/texts/missing-hyper/missingHyper_9342_1.txt;0.01;0.42;0.01;0.36;0.2;0.4;0.01;0.26;0.07;0.03;0.02;0.03;0.3;0.69;1;1;1;1;1;1;1;0;1;1;1;1;1;1
(.{39}).*;../runGen8/texts/missing-hyper/missingHyper_9343_1.txt;0.02;0.41;0.0;0.35;0.7;0.4;0.07;0.28;0.32;0.03;0.02;0.07;0.38;0.71;1;1;1;1;1;1;1;0;1;1;1;1;1;1
(.{50}).*;../runGen8/texts/missing-hyper/missingHyper_9344_1.txt;0.01;0.4;0.01;0.34;0.71;0.42;0.06;0.26;0.26;0.04;0.02;0.04;0.37;0.72;1;1;1;1;1;1;1;0;1;1;1;1;1;1
(.{64});../runGen8/texts/missing-hyper/missingHyper_9345_1.txt;0.02;0.4;0.0;0.38;0.19;0.37;0.0;0.28;0.06;0.02;0.02;0.04;0.31;0.7;1;1;1;1;1;1;1;0;1;1;1;1;1;1
(.{64}).*;../runGen8/texts/missing-hyper/missingHyper_9346_1.txt;0.02;0.4;0.01;0.37;0.69;0.41;0.06;0.24;0.29;0.03;0.02;0.05;0.36;0.71;1;1;1;1;1;1;1;0;1;1;1;1;1;1
(.{72});../runGen8/texts/missing-hyper/missingHyper_9347_1.txt;0.02;0.4;0.01;0.36;0.18;0.36;0.0;0.27;0.08;0.02;0.02;0.02;0.32;0.75;1;1;1;1;1;1;1;0;1;1;1;1;1;1
([A-Za-z0-9-]{1,39});../runGen8/texts/missing-hyper/missingHyper_9348_1.txt;0.02;0.45;0.01;0.35;0.18;0.42;0.0;0.29;0.08;0.02;0.02;0.02;0.31;0.73;1;1;1;1;1;1;1;0;1;1;1;1;1;1
([A-Za-z0-9_]{1,25})$;../runGen8/texts/missing-hyper/missingHyper_9349_1.txt;TO;0.01;0.07;0.75;TO;1.77;0.0;0.29;14.92;2.76;0.02;11.88;14.14;0.68;TO;1;1;1;TO;1;1;0;1;1;1;1;1;1
([^\s]{40});../runGen8/texts/missing-hyper/missingHyper_9350_1.txt;0.02;0.31;0.01;0.44;0.2;0.42;0.0;0.29;0.08;0.02;0.02;0.03;0.32;0.75;1;1;1;1;1;1;1;0;1;1;1;1;1;1
([a-z]{1,64});../runGen8/texts/missing-hyper/missingHyper_9351_1.txt;0.01;0.44;0.0;0.38;0.17;0.42;0.0;0.29;0.08;0.01;0.02;0.03;0.27;0.7;1;1;1;1;1;1;1;0;1;1;1;1;1;1
(\S{60});../runGen8/texts/missing-hyper/missingHyper_9352_1.txt;ERR;ERR;ERR;ERR;0.07;ERR;ERR;ERR;ERR;0.0;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR: File not found.;ERR;ERR;ERR;ERR;ERR: File not found;ERR;ERR;ERR;ERR
.{0,40};../runGen8/texts/missing-hyper/missingHyper_9353_1.txt;0.01;ERR;0.02;0.36;0.17;0.4;0.0;0.27;0.06;0.02;0.02;0.04;0.32;0.68;1;ERR;1;1;1;1;1;0;1;1;1;1;1;1
.{0,60};../runGen8/texts/missing-hyper/missingHyper_9354_1.txt;0.02;ERR;0.0;0.36;0.18;0.38;0.0;0.26;0.06;0.02;0.01;0.04;0.34;0.69;1;ERR;1;1;1;1;1;0;1;1;1;1;1;1
.{1,120};../runGen8/texts/missing-hyper/missingHyper_9356_1.txt;0.03;0.44;0.0;0.34;0.2;0.42;0.0;0.26;0.08;0.02;0.02;0.04;0.29;0.72;1;1;1;1;1;1;1;0;1;1;1;1;1;1
.{1,150};../runGen8/texts/missing-hyper/missingHyper_9357_1.txt;0.04;0.44;0.0;0.37;0.18;0.41;0.0;0.29;0.08;0.02;0.02;0.02;0.32;0.68;1;1;1;1;1;1;1;0;1;1;1;1;1;1
.{1,160};../runGen8/texts/missing-hyper/missingHyper_9358_1.txt;0.06;0.45;0.01;0.36;0.19;0.38;0.0;0.29;0.05;0.02;0.02;0.03;0.34;0.74;1;1;1;1;1;1;1;0;1;1;1;1;1;1
.{1,240};../runGen8/texts/missing-hyper/missingHyper_9359_1.txt;0.12;0.44;0.0;0.38;0.18;0.4;0.0;0.25;0.07;0.01;0.02;0.04;0.29;0.7;1;1;1;1;1;1;1;0;1;1;1;1;1;1
.{1,24};../runGen8/texts/missing-hyper/missingHyper_9360_1.txt;0.02;0.44;0.02;0.35;0.17;0.39;0.0;0.28;0.06;0.02;0.02;0.04;0.33;0.74;1;1;1;1;1;1;1;0;1;1;1;1;1;1
.{1,255};../runGen8/texts/missing-hyper/missingHyper_9361_1.txt;0.12;0.44;0.0;0.39;0.18;0.39;0.0;0.26;0.06;0.01;0.02;0.04;0.34;0.7;1;1;1;1;1;1;1;0;1;1;1;1;1;1
.{1,31};../runGen8/texts/missing-hyper/missingHyper_9362_1.txt;0.01;0.43;0.0;0.35;0.18;0.4;0.0;0.3;0.07;0.03;0.01;0.04;0.34;0.74;1;1;1;1;1;1;1;0;1;1;1;1;1;1
.{1,32};../runGen8/texts/missing-hyper/missingHyper_9363_1.txt;0.02;0.44;0.0;0.37;0.19;0.42;0.0;0.29;0.08;0.01;0.02;0.03;0.32;0.74;1;1;1;1;1;1;1;0;1;1;1;1;1;1
.{1,34};../runGen8/texts/missing-hyper/missingHyper_9364_1.txt;0.01;0.44;0.0;0.38;0.18;0.4;0.0;0.3;0.07;0.02;0.02;0.02;0.34;0.7;1;1;1;1;1;1;1;0;1;1;1;1;1;1
.{1,40};../runGen8/texts/missing-hyper/missingHyper_9365_1.txt;0.01;0.44;0.01;0.36;0.18;0.4;0.0;0.29;0.06;0.02;0.01;0.03;0.34;0.73;1;1;1;1;1;1;1;0;1;1;1;1;1;1
.{1,60};../runGen8/texts/missing-hyper/missingHyper_9367_1.txt;0.01;0.42;0.01;0.39;0.18;0.42;0.0;0.28;0.06;0.02;0.03;0.03;0.31;0.75;1;1;1;1;1;1;1;0;1;1;1;1;1;1
.{1,64};../runGen8/texts/missing-hyper/missingHyper_9368_1.txt;0.01;0.41;0.02;0.35;0.17;0.4;0.0;0.27;0.07;0.01;0.02;0.02;0.31;0.74;1;1;1;1;1;1;1;0;1;1;1;1;1;1
.{1,68};../runGen8/texts/missing-hyper/missingHyper_9369_1.txt;0.02;0.43;0.0;0.37;0.18;0.41;0.0;0.31;0.08;0.01;0.02;0.05;0.31;0.71;1;1;1;1;1;1;1;0;1;1;1;1;1;1
.{1,70};../runGen8/texts/missing-hyper/missingHyper_9370_1.txt;0.02;0.43;0.02;0.37;0.2;0.38;0.0;0.3;0.07;0.03;0.02;0.03;0.33;0.73;1;1;1;1;1;1;1;0;1;1;1;1;1;1
.{1,76};../runGen8/texts/missing-hyper/missingHyper_9371_1.txt;0.03;0.44;0.01;0.36;0.18;0.41;0.0;0.28;0.05;0.01;0.02;0.04;0.3;0.73;1;1;1;1;1;1;1;0;1;1;1;1;1;1
.{1,78};../runGen8/texts/missing-hyper/missingHyper_9372_1.txt;0.02;0.44;0.01;0.38;0.18;0.4;0.0;0.29;0.06;0.02;0.02;0.04;0.33;0.73;1;1;1;1;1;1;1;0;1;1;1;1;1;1
.{1,80};../runGen8/texts/missing-hyper/missingHyper_9373_1.txt;0.02;0.44;0.02;0.36;0.19;0.4;0.0;0.29;0.06;0.02;0.03;0.05;0.32;0.71;1;1;1;1;1;1;1;0;1;1;1;1;1;1
.{10,128}$;../runGen8/texts/missing-hyper/missingHyper_9374_1.txt;0.11;0.03;0.07;0.76;TO;1.62;0.01;0.27;TO;8.41;0.02;TO;7.38;0.7;1;1;1;1;TO;1;1;0;TO;1;1;TO;1;1
.{10,300};../runGen8/texts/missing-hyper/missingHyper_9375_1.txt;0.19;0.44;0.01;0.37;0.15;0.38;0.0;0.28;0.08;0.02;0.02;0.04;0.32;0.71;1;1;1;1;1;1;1;0;1;1;1;1;1;1
.{44};../runGen8/texts/missing-hyper/missingHyper_9376_1.txt;0.02;0.42;0.01;0.34;0.17;0.38;0.0;0.26;0.06;0.01;0.01;0.04;0.31;0.7;1;1;1;1;1;1;1;0;1;1;1;1;1;1
.{59};../runGen8/texts/missing-hyper/missingHyper_9377_1.txt;0.02;0.4;0.01;0.35;0.19;0.41;0.0;0.26;0.07;0.01;0.02;0.04;0.3;0.7;1;1;1;1;1;1;1;0;1;1;1;1;1;1
.{60};../runGen8/texts/missing-hyper/missingHyper_9378_1.txt;0.02;0.4;0.01;0.38;0.18;0.38;0.0;0.24;0.08;0.0;0.02;0.03;0.31;0.7;1;1;1;1;1;1;1;0;1;1;1;1;1;1
.{94};../runGen8/texts/missing-hyper/missingHyper_9379_1.txt;0.02;0.4;0.0;0.37;0.19;0.41;0.0;0.25;0.07;0.02;0.02;0.04;0.32;0.72;1;1;1;1;1;1;1;0;1;1;1;1;1;1
[ ]{2,100};../runGen8/texts/missing-hyper/missingHyper_9380_1.txt;ERR;ERR;ERR;ERR;0.06;ERR;ERR;ERR;ERR;0.01;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR: File not found.;ERR;ERR;ERR;ERR;ERR: File not found;ERR;ERR;ERR;ERR
[0-9]{1,35};../runGen8/texts/missing-hyper/missingHyper_9381_1.txt;0.0;0.5;0.01;0.36;0.18;0.44;0.0;0.26;0.07;0.02;0.03;0.03;0.33;0.7;1;1;1;1;1;1;1;0;1;1;1;1;1;1
[0-9]{1,64};../runGen8/texts/missing-hyper/missingHyper_9382_1.txt;0.02;0.52;0.01;0.37;0.16;0.43;0.01;0.28;0.07;0.01;0.02;0.03;0.32;0.74;1;1;1;1;1;1;1;0;1;1;1;1;1;1
[0-9a-z-_/\.]{1,100};../runGen8/texts/missing-hyper/missingHyper_9383_1.txt;ERR;0.48;0.01;0.35;0.18;0.42;0.0;0.26;0.07;0.02;0.02;0.03;0.29;0.75;ERR;1;1;1;1;1;1;0;1;1;1;1;1;1
[A-Za-z0-9+=,.@-_]{1,64};../runGen8/texts/missing-hyper/missingHyper_9384_1.txt;0.01;0.45;0.01;0.36;0.17;0.41;0.0;0.27;0.07;0.02;0.02;0.04;0.3;0.71;1;1;1;1;1;1;1;0;1;1;1;1;1;1
[A-Za-z0-9-]{1,100};../runGen8/texts/missing-hyper/missingHyper_9385_1.txt;0.01;0.44;0.0;0.36;0.17;0.42;0.0;0.29;0.08;0.01;0.02;0.04;0.31;0.73;1;1;1;1;1;1;1;0;1;1;1;1;1;1
[A-Za-z0-9-_.]{0,63}$;../runGen8/texts/missing-hyper/missingHyper_9386_1.txt;ERR;0.02;0.06;0.75;TO;1.65;0.0;0.28;TO;6.22;0.02;TO;TO;0.68;ERR;1;1;1;TO;1;1;0;TO;1;1;TO;TO;1
[A-Za-z0-9-_]{0,63};../runGen8/texts/missing-hyper/missingHyper_9387_1.txt;ERR;ERR;0.01;0.36;0.18;0.41;0.0;0.26;0.07;0.03;0.02;0.05;0.31;0.7;ERR;ERR;1;1;1;1;1;0;1;1;1;1;1;1
[A-Za-z0-9]{0,256};../runGen8/texts/missing-hyper/missingHyper_9388_1.txt;0.02;ERR;0.01;0.34;0.16;0.42;0.0;0.25;0.06;0.02;0.02;0.03;0.33;0.72;1;ERR;1;1;1;1;1;0;1;1;1;1;1;1
[A-Za-z0-9]{1,256};../runGen8/texts/missing-hyper/missingHyper_9389_1.txt;0.02;0.45;0.02;0.36;0.17;0.4;0.0;0.23;0.06;0.02;0.02;0.04;0.32;0.72;1;1;1;1;1;1;1;0;1;1;1;1;1;1
[A-Za-z][A-Za-z0-9_]{0,254};../runGen8/texts/missing-hyper/missingHyper_9390_1.txt;0.02;0.51;0.02;0.4;0.16;0.43;0.01;0.28;0.09;0.01;0.02;0.04;0.32;0.72;1;1;1;1;1;1;1;0;1;1;1;1;1;1
[A-Za-z][A-Za-z_]{0,254};../runGen8/texts/missing-hyper/missingHyper_9391_1.txt;0.01;0.5;0.0;0.4;0.16;0.41;0.0;0.3;0.07;0.01;0.01;0.06;0.3;0.7;1;1;1;1;1;1;1;0;1;1;1;1;1;1
[\S]{0,254}$;../runGen8/texts/missing-hyper/missingHyper_9392_1.txt;0.11;0.02;0.08;0.8;TO;0.8;0.0;0.25;TO;3.8;0.02;18.12;4.21;0.66;1;1;1;1;TO;1;1;0;TO;1;1;1;1;1
[\S]{1,255};../runGen8/texts/missing-hyper/missingHyper_9393_1.txt;0.04;0.11;0.02;0.42;0.17;0.43;0.01;0.25;0.08;0.02;0.02;0.04;0.33;0.71;0;1;1;1;1;1;1;0;1;1;1;1;1;1
[^\n]{990};../runGen8/texts/missing-hyper/missingHyper_9394_1.txt;0.02;0.41;0.09;4.02;0.17;0.42;0.1;0.27;0.08;0.01;0.02;0.04;0.26;0.69;1;1;1;1;1;1;1;0;1;1;1;1;1;1
[^\x20-\x21\x7f]{1,250}$;../runGen8/texts/missing-hyper/missingHyper_9395_1.txt;TO;0.02;0.1;0.74;TO;1.4;0.0;0.28;TO;15.12;0.02;TO;12.26;0.75;TO;1;1;1;TO;1;1;0;TO;1;1;TO;1;1
[a-f0-9]{1,256};../runGen8/texts/missing-hyper/missingHyper_9397_1.txt;0.03;0.51;0.02;0.33;0.2;0.42;0.0;0.23;0.07;0.01;0.02;0.03;0.32;0.67;1;1;1;1;1;1;1;0;1;1;1;1;1;1
